DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,Supervisor Districts,Fire Prevention Districts,Current Police Districts,Neighborhoods - Analysis Boundaries,Zip Codes
5,Friday,9AM,10AM,17MFF-0110,380 ALABAMA ST,Set-up at 2900 17th St: 9:15am-9:25am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934578,,09:00,10:00,2109000,07/01/2011 09:30:19 AM,07/01/2011 09:30:33 AM,3967,049,Y,May Catering,6008905.75441,2106464.14128,37.764451962647968,-122.41238732360631,"(37.764451962648, -122.412387323606)",7,8,7,20,28859
2,Tuesday,9AM,4PM,18MFF-0106,1133 MISSION ST,Truck located in the two parking spaces in front of 1133 Mission St,Halal Gyro and Cheesesteaks,1219753,,09:00,16:00,9101000,09/19/2017 04:09:36 PM,10/12/2017 04:04:07 PM,3727,096,N,"Kabob Trolley, LLC",6009230.87913,2111606.36848,37.778589559803628,-122.4116261527937,"(37.7785895598036, -122.411626152794)",9,8,2,34,28853
3,Wednesday,12PM,1PM,18MFF-0028,1 THOMAS MORE WAY,"7:00am-7:10am, 10:00am-10:10am, 12:00pm-12:10pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163792,,12:00,13:00,12583000,08/31/2011 03:39:41 PM,08/31/2011 03:40:19 PM,7380,027,Y,"SOHOMEI, LLC",5991083.26248,2088048.7782,37.712871813938413,-122.47268703750933,"(37.7128718139384, -122.472687037509)",4,1,5,16,64
4,Thursday,1PM,2PM,17MFF-0110,Assessors Block 4347a/Lot004,Set-up at 50 Napoleon St: 12:08pm-12:10pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934604,,13:00,14:00,9503000,08/24/2011 11:06:39 AM,08/24/2011 11:06:59 AM,4347a,004,Y,May Catering,6013931.07958,2100313.06289,37.747843153372401,-122.39457521495656,"(37.7478431533724, -122.394575214957)",8,10,3,1,58
3,Wednesday,7AM,8AM,17MFF-0109,45 SPEAR ST,"Set-up at 9 Spear St; 7:00am-7:30am, 12:00pm-1:00pm. Set-up at 25 Spear St; 9:30am-10:15am","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934563,,07:00,08:00,12044000,09/21/2011 04:37:02 PM,09/21/2011 04:37:50 PM,3713,006,Y,M M Catering,6014187.61585,2116842.28091,37.793242968831613,-122.3948455651972,"(37.7932429688316, -122.394845565197)",9,12,2,8,28855
5,Friday,9AM,10AM,17MFF-0109,400 ALABAMA ST,"9:30am-9:40am, 8:30pm-8:45pm","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934562,,09:00,10:00,2110000,09/21/2011 02:39:32 PM,09/21/2011 02:40:19 PM,3968,001,Y,M M Catering,6008911.76068,2106354.39074,37.764150949971466,-122.41235879153378,"(37.7641509499715, -122.412358791534)",7,8,7,20,28859
2,Tuesday,8PM,9PM,17MFF-0109,661 HOWARD ST,8:00pm-8:30pm,"Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934570,,20:00,21:00,7037000,09/26/2011 09:52:25 AM,09/26/2011 09:52:54 AM,3735,040,Y,M M Catering,6012767.08489,2114110.87486,37.785664082399087,-122.39956886888918,"(37.7856640823991, -122.399568868889)",9,6,2,8,28853
4,Thursday,10AM,11AM,17MFF-0110,Assessors Block 8710/Lot003,"Set-up at 1325 06th St: 10:00am-10:03am, 12:00pm-12:03pm, 1:00pm-1:05pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934625,,10:00,11:00,0,08/31/2011 11:24:47 AM,08/31/2011 11:25:41 AM,8710,003,Y,May Catering,6014416.532,2108607.696,37.77064539839084,-122.39347693719959,"(37.7706453983908, -122.3934769372)",9,14,3,4,310
2,Tuesday,4PM,10PM,18MFF-0004,2355 FOLSOM ST,"Located on the West side of the Harrison St frontage , just South of the Mistral St intersection","Tacos, Burritos, Tortas, Quesadillas, Drinks",1089698,,16:00,22:00,6752000,03/04/2011 11:54:56 AM,03/04/2011 11:56:28 AM,3593,035,N,El Tonayense #60,6008199.4147947,2104720.12550386,37.759623634340485,-122.41470693482798,"(37.7596236343405, -122.414706934828)",7,2,7,20,28859
5,Friday,2PM,3PM,17MFF-0110,100 POTRERO AVE,2:50pm-2:55pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934613,,14:00,15:00,10659000,08/24/2011 03:54:38 PM,08/24/2011 03:55:11 PM,3920,001,Y,May Catering,6010237.42983,2107842.46532,37.768311165186489,-122.40787860481015,"(37.7683111651865, -122.40787860481)",8,8,7,20,28853
1,Monday,9AM,10AM,17MFF-0110,210 29TH ST,9:33am-9:35am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934579,,09:00,10:00,1631000,07/01/2011 09:31:08 AM,07/01/2011 09:31:20 AM,6618,010,Y,May Catering,6005199.67436,2099046.25981,37.743875516584595,-122.42467792108404,"(37.7438755165846, -122.424677921084)",5,2,4,22,63
5,Friday,10AM,11AM,18MFF-0028,730 ELLIS ST,10:30am-10:40am,"COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163801,,10:00,11:00,5178000,08/31/2011 04:26:16 PM,08/31/2011 04:27:35 PM,0717,006,Y,"SOHOMEI, LLC",6007360.68321,2113696.81407,37.784224332651476,-122.41824414341434,"(37.7842243326515, -122.418244143414)",9,7,6,36,28858
4,Thursday,9AM,10AM,18MFF-0045,610 BRANNAN ST,9am-9:10am,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181502,,09:00,10:00,3081000,04/13/2011 12:48:19 PM,04/13/2011 12:48:33 PM,3778,047,Y,John's Catering #5,6012838.44873,2110730.27959,37.776385724162537,-122.39908459472768,"(37.7763857241625, -122.399084594728)",9,14,2,34,28856
5,Friday,12PM,1PM,17MFF-0110,1006 16TH ST,"Set-up at 1000 16th St: 12:05pm-12:08pm, 1:40pm-1:50pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934603,,12:00,13:00,702000,08/24/2011 10:49:17 AM,08/24/2011 10:49:56 AM,3833,002,Y,May Catering,6013371.40589,2107111.62756,37.766479403303087,-122.39698715599218,"(37.7664794033031, -122.396987155992)",8,14,3,4,28856
1,Monday,3PM,4PM,17MFF-0182,1191 QUESADA AVE,Set-up at 1175 Quesada Ave: 3:30pm-3:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963992,,15:00,16:00,10810000,09/14/2011 10:34:30 AM,09/14/2011 10:34:46 AM,4763,042,Y,Singh Brothers Ice Cream,6017493.15106,2092929.72245,37.727767363058298,-122.38174417699923,"(37.7277673630583, -122.381744176999)",8,10,3,1,58
5,Friday,3PM,6PM,17MFF-0109,1200 MISSISSIPPI ST,"12:01am-5:00am & 3:30pm-5:15pm (M-F), 12:01am-5:00am & 2:30pm-5:30pm (Sat)","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934560,,15:00,18:00,9206000,09/21/2011 09:07:59 AM,09/21/2011 09:09:06 AM,4288,003,Y,M M Catering,6014260.61884,2101475.07279,37.751052101455848,-122.39351698707118,"(37.7510521014558, -122.393516987071)",8,10,3,1,58
4,Thursday,12AM,2AM,18MFF-0059,333 08TH ST,Located on the south side of Folsom St 100 LF east of 8th St,"Italian subs, Cuban sandwich, Gyro",1184867,,00:00,02:00,412000,05/25/2011 08:21:38 AM,12/23/2011 03:16:36 PM,3755,056,N,Subs on Hubs,6009790.6418,2110173.43816,37.774686452772777,-122.40958854849245,"(37.7746864527728, -122.409588548492)",9,8,2,34,28853
6,Saturday,12AM,3AM,11MFF-0175,901 MARKET ST,Pushcart located on the Market St sidewalk frontage approximately 5LF East of the Western property line.,"Kebab, Halal Gyros, Grilled Halal Meat, Beverages",334914,,00:00,03:00,8748101,09/26/2011 01:04:01 PM,09/26/2011 01:05:36 PM,3704,001,N,"Halal Cart, LLC",6010316.03704,2113536.07269,37.783948884288215,-122.40800827936319,"(37.7839488842882, -122.408008279363)",9,12,2,34,28853
4,Thursday,12PM,1PM,17MFF-0110,Assessors Block 8727/Lot005,Set-up at 800 16th St: 9:55am-9:57am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934587,,12:00,13:00,699001,07/01/2011 09:46:55 AM,07/01/2011 09:47:30 AM,8727,005,Y,May Catering,6014460.137,2106764.375,37.76558646814734,-122.39319710116628,"(37.7655864681473, -122.393197101166)",9,14,3,26,310
1,Monday,11AM,5PM,13MFF-0112,1700 JERROLD AVE,11:30am-5:00pm,,453013,,11:00,17:00,7498000,10/25/2011 08:53:10 AM,10/25/2011 08:53:27 AM,5262,009,N,Tacos Santana,6014824.34611,2097412.82042,37.739929311087415,-122.39128361100079,"(37.7399293110874, -122.391283611001)",8,10,3,1,58
5,Friday,1PM,2PM,17MFF-0110,2300 CESAR CHAVEZ ST,1:55pm-2:00pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934611,,13:00,14:00,2477000,08/24/2011 03:52:49 PM,08/24/2011 03:53:12 PM,4328A,007,Y,May Catering,6012540.96797,2100984.89095,37.749610468222102,-122.39942934335747,"(37.7496104682221, -122.399429343357)",8,10,3,1,58
4,Thursday,12PM,1PM,18MFF-0028,1118 MISSION ST,12:00pm-12:10pm,"COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163794,,12:00,13:00,9101000,08/31/2011 03:46:28 PM,08/31/2011 03:46:41 PM,3702,032,Y,"SOHOMEI, LLC",6009292.77547,2111720.81017,37.778907261461264,-122.41142011593296,"(37.7789072614613, -122.411420115933)",9,8,2,34,28853
4,Thursday,6PM,8PM,17MFF-0109,20 HAIGHT ST,6:50pm-7:15pm,"Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934568,,18:00,20:00,6603000,09/26/2011 09:46:36 AM,09/26/2011 09:46:55 AM,0853,023,Y,M M Catering,6006110.39185,2109707.48043,37.773200135942936,-122.42228618103086,"(37.7732001359429, -122.422286181031)",11,7,6,9,28852
4,Thursday,5AM,6AM,17MFF-0197,2222 17TH ST,5:30AM TO 6AM MON - FRI,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",1037687,,05:00,06:00,784000,05/19/2011 01:25:10 PM,06/26/2012 10:53:58 AM,3960,001,Y,Munch A Bunch,6010839.43659,2106495.60184,37.764646668800907,-122.40570143058524,"(37.7646466688009, -122.405701430585)",8,8,7,20,28853
1,Monday,11AM,12PM,18MFF-0028,3300 CESAR CHAVEZ ST,"8:05am-8:20am, 11:30am-11:40am","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163793,,11:00,12:00,2488201,08/31/2011 03:44:44 PM,08/31/2011 03:45:04 PM,6571,011,Y,"SOHOMEI, LLC",6007767.64566,2100598.46728,37.748282229793119,-122.41590834252278,"(37.7482822297931, -122.415908342523)",7,2,7,20,28859
1,Monday,11AM,12PM,17MFF-0110,2565 03RD ST,Set-up at 1120 Illinois St: 11:00am-11:10am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934597,,11:00,12:00,191101,07/12/2011 10:38:39 AM,07/12/2011 10:39:05 AM,4173,001,Y,May Catering,6015882.0922,2103647.38998,37.757106787801007,-122.38806129481164,"(37.757106787801, -122.388061294812)",8,10,3,26,28856
5,Friday,12PM,1PM,17MFF-0197,1345 TURK ST,10:00am-10:15am & 12:00pm-12:15pm,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",1037695,,12:00,13:00,12728000,08/09/2011 11:05:28 AM,08/09/2011 11:05:51 AM,0756,001,Y,Munch A Bunch,6003593.05269,2112440.56598,37.780562194780259,-122.43118910546622,"(37.7805621947803, -122.431189105466)",11,15,6,39,29490
5,Friday,4PM,10PM,18MFF-0006,345 WILLIAMS AVE,"Set-up at 355 Williams Ave: 4:15pm-10:00pm (M-F), 8:00am-10:00pm (Sun)","Mexican food: tacos, burritos, tortas, various meat and chicken and fish plate, chile relleno plate, fish plate, bread, flan, rice pudding, bread, fruit juice, vegetable juice, coffee, tea",1090090,,16:00,22:00,13660000,07/25/2011 09:26:43 AM,07/25/2011 09:27:13 AM,5423A,009,N,Tacos El Primo,6012474.13913,2093893.8025,37.730136110166313,-122.39916274974858,"(37.7301361101663, -122.399162749749)",8,10,3,1,58
5,Friday,10AM,11AM,18MFF-0028,544 02ND ST,"Set-up at 550 2nd St: 7:00am-7:05am, 10:00am-10:05am, 11:55am-12:00pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163786,,10:00,11:00,144000,08/31/2011 03:16:08 PM,08/31/2011 03:16:46 PM,3775,005,Y,"SOHOMEI, LLC",6014652.28096,2112911.53937,37.782475882459941,-122.39296263857815,"(37.7824758824599, -122.392962638578)",9,6,2,8,28856
4,Thursday,1PM,2PM,18MFF-0028,1240 MINNESOTA ST,Set-up at 1220 Minnesota St: 1:40pm-1:55pm,"COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163795,,13:00,14:00,9058000,08/31/2011 03:48:17 PM,08/31/2011 03:48:31 PM,4228,015,Y,"SOHOMEI, LLC",6015303.13816,2102797.17099,37.754740174441082,-122.39000416543023,"(37.7547401744411, -122.39000416543)",8,10,3,26,28856
1,Monday,9AM,10AM,18MFF-0045,610 BRANNAN ST,9am-9:10am,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181502,,09:00,10:00,3081000,04/13/2011 12:48:19 PM,04/13/2011 12:48:33 PM,3778,047,Y,John's Catering #5,6012838.44873,2110730.27959,37.776385724162537,-122.39908459472768,"(37.7763857241625, -122.399084594728)",9,14,2,34,28856
3,Wednesday,2PM,3PM,17MFF-0110,166 WISCONSIN ST,2:25pm-2:30pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934612,,14:00,15:00,13693000,08/24/2011 03:53:43 PM,08/24/2011 03:54:10 PM,3954,017,Y,May Catering,6012557.4632,2106730.78234,37.765388345607839,-122.39977571028027,"(37.7653883456078, -122.39977571028)",8,14,3,4,28856
5,Friday,8PM,9PM,17MFF-0109,400 ALABAMA ST,"9:30am-9:40am, 8:30pm-8:45pm","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934562,,20:00,21:00,2110000,09/21/2011 02:39:32 PM,09/21/2011 02:40:19 PM,3968,001,Y,M M Catering,6008911.76068,2106354.39074,37.764150949971466,-122.41235879153378,"(37.7641509499715, -122.412358791534)",7,8,7,20,28859
3,Wednesday,12PM,1PM,17MFF-0110,2501 CESAR CHAVEZ ST,"Set-up at 1600 Kansas St: 9:55am-9:58am, 12:00pm-12:03pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934588,,12:00,13:00,2478101,07/01/2011 09:50:26 AM,07/01/2011 09:51:57 AM,4339,001,Y,May Catering,6011776.87543,2100901.19956,37.74933805206895,-122.40206573420735,"(37.749338052069, -122.402065734207)",8,10,3,1,58
2,Tuesday,9AM,10AM,17MFF-0110,630 TREAT AVE,"9:50am-9:55am, 11:55am-12:00pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934586,,09:00,10:00,12685000,07/01/2011 09:43:06 AM,07/01/2011 09:43:28 AM,3593,038,Y,May Catering,6008473.10591,2104845.0353,37.759981981602216,-122.4137692063244,"(37.7599819816022, -122.413769206324)",7,2,7,20,28859
2,Tuesday,7AM,7PM,18MFF-0100,75 WATERLOO ST,Truck located 100 linear feet south of the Waterloo St and Loomis St intersection.,"Breakfast - egg, cheese, bacon, tomato, english muffin w/ butter, jam, or nutella, hard boiled eggs, fruit medley, water, coffee, milk, carrot juice, orange juice",1213203,,07:00,19:00,13456000,09/04/2018 11:04:43 AM,09/04/2018 11:05:32 AM,5582,001,N,Marengo,6010502.60167,2097212.16407,37.739137556398312,-122.40621234558874,"(37.7391375563983, -122.406212345589)",8,10,3,1,58
2,Tuesday,1PM,2PM,17MFF-0110,Assessors Block 8727/Lot005,Set-up at 800 16th St: 9:55am-9:57am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934587,,13:00,14:00,699001,07/01/2011 09:46:55 AM,07/01/2011 09:47:30 AM,8727,005,Y,May Catering,6014460.137,2106764.375,37.76558646814734,-122.39319710116628,"(37.7655864681473, -122.393197101166)",9,14,3,26,310
3,Wednesday,4PM,10PM,18MFF-0006,345 WILLIAMS AVE,"Set-up at 355 Williams Ave: 4:15pm-10:00pm (M-F), 8:00am-10:00pm (Sun)","Mexican food: tacos, burritos, tortas, various meat and chicken and fish plate, chile relleno plate, fish plate, bread, flan, rice pudding, bread, fruit juice, vegetable juice, coffee, tea",1090090,,16:00,22:00,13660000,07/25/2011 09:26:43 AM,07/25/2011 09:27:13 AM,5423A,009,N,Tacos El Primo,6012474.13913,2093893.8025,37.730136110166313,-122.39916274974858,"(37.7301361101663, -122.399162749749)",8,10,3,1,58
1,Monday,11AM,12PM,18MFF-0045,1003 TURK ST,"Set-up at 1011 Turk St: 8:15am-8:40am, 11:30am-11:40am","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181510,,11:00,12:00,12726000,04/13/2011 03:04:03 PM,04/13/2011 03:04:38 PM,0759,001,Y,John's Catering #5,6005214.35695,2112663.54133,37.781266173525324,-122.42559611336617,"(37.7812661735253, -122.425596113366)",11,7,6,39,28852
3,Wednesday,10AM,8PM,11MFF-0175,901 MARKET ST,Pushcart located on the Market St sidewalk frontage approximately 5LF East of the Western property line.,"Kebab, Halal Gyros, Grilled Halal Meat, Beverages",334914,,10:00,20:00,8748101,09/26/2011 01:04:01 PM,09/26/2011 01:05:36 PM,3704,001,N,"Halal Cart, LLC",6010316.03704,2113536.07269,37.783948884288215,-122.40800827936319,"(37.7839488842882, -122.408008279363)",9,12,2,34,28853
2,Tuesday,10AM,2PM,17MFF-0197,2200 WEBSTER ST,10:30am-1:30am,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",1037694,,10:00,14:00,13547000,08/09/2011 11:03:51 AM,08/09/2011 11:04:13 AM,0613,003,Y,Munch A Bunch,6003292.81403,2116231.84055,37.790955058385009,-122.43249864822073,"(37.790955058385, -122.432498648221)",1,13,6,30,29490
5,Friday,10AM,11AM,18MFF-0028,85 02ND ST,"Set-up at 580 Mission St: 7:00am-7:05am, 10:00am-10:10am, 12:00pm-12:10pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163789,,10:00,11:00,131000,08/31/2011 03:31:13 PM,08/31/2011 03:32:09 PM,3708,019,Y,"SOHOMEI, LLC",6012660.25138,2115054.74519,37.788249774149101,-122.40000479204468,"(37.7882497741491, -122.400004792045)",9,12,2,8,28855
2,Tuesday,12PM,1PM,18MFF-0028,85 02ND ST,"Set-up at 580 Mission St: 7:00am-7:05am, 10:00am-10:10am, 12:00pm-12:10pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163789,,12:00,13:00,131000,08/31/2011 03:31:13 PM,08/31/2011 03:32:09 PM,3708,019,Y,"SOHOMEI, LLC",6012660.25138,2115054.74519,37.788249774149101,-122.40000479204468,"(37.7882497741491, -122.400004792045)",9,12,2,8,28855
1,Monday,9AM,10AM,17MFF-0110,777 MARIPOSA ST,Set-up at 799 Mariposa St: 9:58am-9:59am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934628,,09:00,10:00,8715000,11/14/2011 04:17:15 PM,11/14/2011 04:17:41 PM,3997,004,Y,May Catering,6014927.12882,2106213.90731,37.764100935996133,-122.39154337885165,"(37.7641009359961, -122.391543378852)",8,14,3,26,28856
1,Monday,8AM,9AM,17MFF-0197,355 07TH ST,8:40am-9:00am,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",1037689,,08:00,09:00,373000,08/09/2011 10:45:01 AM,08/09/2011 10:45:17 AM,3754,018,Y,Munch A Bunch,6010572.46465,2110668.06384,37.776088358232315,-122.40691892163879,"(37.7760883582323, -122.406918921639)",9,14,2,34,28853
6,Saturday,8PM,2AM,17MFF-0139,1300 POLK ST,"Truck located on north side of Bush Street, approx. 25ft east of Polk Street.","Hotdogs, chips, soda, nuts, crackers",946047,,20:00,02:00,10567000,07/21/2015 03:05:42 PM,07/21/2015 03:07:12 PM,0668,004A,N,The Huge Hotdog Concession,6006817.23142,2115345.90525,37.788721726888724,-122.42024137898602,"(37.7887217268887, -122.420241378986)",10,13,6,21,28858
2,Tuesday,12PM,1PM,18MFF-0028,Assessors Block 3902/Lot002,"Set-up at 50 Treat Ave: 7:00am-7:10am, 10:00am-10:10am, 12:00pm-12:10pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163790,,12:00,13:00,12678000,08/31/2011 03:34:52 PM,08/31/2011 03:35:34 PM,3902,002,Y,"SOHOMEI, LLC",6009046.271,2107865.259,37.768306992799992,-122.41200033609215,"(37.7683069928, -122.412000336092)",7,8,7,20,28853
5,Friday,2PM,10PM,18MFF-0015,306 VALENCIA ST,Truck located approximately 30 linear feet south of the Valencia and 14th St. intersection.,"Burritos, Tacos, Tortas, Quesadillas & Various Drinks.",1133510,,14:00,22:00,13057001,01/08/2015 03:51:15 PM,01/08/2015 03:51:52 PM,3546,001,N,Alfaro Truck,6006080.28319,2107818.22224,37.768010986338524,-122.42225607775208,"(37.7680109863385, -122.422256077752)",5,8,7,20,28853
5,Friday,10AM,11AM,19MFF-00011,1500 TENNESSEE ST,10:40am-10:45am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1292787,,10:00,11:00,12491000,05/06/2011 12:49:52 PM,05/06/2011 12:50:07 PM,4294,012,Y,F & C Catering,6015638.01363,2101922.12679,37.752356054296584,-122.3887849804118,"(37.7523560542966, -122.388784980412)",8,10,3,1,28856
1,Monday,10AM,11AM,17MFF-0110,Assessors Block 3810/Lot008,Set-up at 255 Channel St: 1:20pm-1:25pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934608,,10:00,11:00,3889000,08/24/2011 11:30:40 AM,08/24/2011 11:31:00 AM,3810,008,Y,May Catering,6013705.031,2109129.688,37.772039113524961,-122.39597463158631,"(37.772039113525, -122.395974631586)",9,14,3,4,310
3,Wednesday,10AM,8PM,17MFF-0196,2101 MISSION ST,Truck and trailer.....,"Hot dogs, bacon wrap hot dogs, chicken burgers, energy drinks, water & various drinks",1039786,,10:00,20:00,9117000,11/22/2017 12:43:11 PM,11/22/2017 12:43:44 PM,3575,091,N,Julie's Hot Dogs,6006859.05906,2106130.97345,37.763422095010867,-122.4194426570472,"(37.7634220950109, -122.419442657047)",7,8,7,20,28859
3,Wednesday,10AM,11AM,18MFF-0045,251 11TH ST,"Set-up at 253 11th St: 10:25am-10:30am, 3pm-3:05pm. 1480 Folsom 3pm-3:05pm","Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181516,,10:00,11:00,513000,04/13/2011 03:23:38 PM,04/13/2011 03:24:07 PM,3517,015,Y,John's Catering #5,6008300.48932,2109398.59891,37.772475314091146,-122.41468845701533,"(37.7724753140911, -122.414688457015)",9,8,2,34,28853
5,Friday,9PM,12AM,11MFF-0175,901 MARKET ST,Pushcart located on the Market St sidewalk frontage approximately 5LF East of the Western property line.,"Kebab, Halal Gyros, Grilled Halal Meat, Beverages",334914,,21:00,24:00,8748101,09/26/2011 01:04:01 PM,09/26/2011 01:05:36 PM,3704,001,N,"Halal Cart, LLC",6010316.03704,2113536.07269,37.783948884288215,-122.40800827936319,"(37.7839488842882, -122.408008279363)",9,12,2,34,28853
3,Wednesday,5PM,10PM,13MFF-0112,2142 JERROLD AVE,Set-up at 2100 Jerrold Ave: 5:00pm-9:30pm,,453014,,17:00,22:00,7501000,10/25/2011 08:58:59 AM,10/25/2011 08:59:27 AM,5230,011,N,Tacos Santana,6012560.69539,2099100.15603,37.744436489303595,-122.39922883916833,"(37.7444364893036, -122.399228839168)",8,10,3,1,58
